payment_id,order_id,amount,method,payment_status,payment_date
PM002864,O002962,11151.18,Wallet,Refunded,2024-08-20
PM002865,O002963,36638.47,UPI,Success,2024-01-15
PM002866,O002964,72532.1,Debit Card,Success,2023-07-27
PM002867,O002965,142027.78,COD,Success,2023-12-03
PM002868,O002966,17344.5,UPI,Success,2024-06-03
PM002869,O002967,53039.96,Credit Card,Success,2023-04-18
PM002870,O002968,83124.46,COD,Success,2023-08-18
PM002871,O002969,53587.27,Wallet,Success,2023-03-07
PM002872,O002970,60349.05,Credit Card,Success,2024-09-17
PM002873,O002971,136272.41,Credit Card,Success,2024-12-17
PM002874,O002972,87580.8,COD,Success,2023-07-11
PM002875,O002973,45268.88,Net Banking,Success,2024-07-05
PM002876,O002974,46512.2,Credit Card,Success,2024-01-20
PM002877,O002975,20178.96,Net Banking,Success,2024-11-11
PM002878,O002976,13433.93,Net Banking,Refunded,2023-11-25
PM002879,O002977,7598.55,Net Banking,Success,2024-10-30
PM002880,O002978,97217.08,Credit Card,Success,2024-02-29
PM002881,O002979,151705.74,Wallet,Success,2024-10-31
PM002882,O002980,18014.52,COD,Success,2023-03-27
PM002883,O002981,36280.08,Net Banking,Success,2024-12-20
PM002884,O002982,25551.34,Credit Card,Success,2023-12-09
PM002885,O002983,67783.1,UPI,Success,2023-01-01
PM002886,O002984,35369.32,COD,Success,2023-04-25
PM002887,O002985,11526.61,Credit Card,Pending,2023-02-25
PM002888,O002986,95198.47,COD,Success,2024-08-10
PM002889,O002987,37305.08,Net Banking,Success,2024-04-17
PM002890,O002988,101101.57,Credit Card,Success,2024-07-30
PM002891,O002989,152110.64,Credit Card,Success,2023-08-28
PM002892,O002990,39639.12,Net Banking,Success,2024-01-29
PM002893,O002991,13105.41,Net Banking,Failed,2024-06-18
PM002894,O002992,95485.02,Net Banking,Refunded,2023-02-27
PM002895,O002993,58957.31,Credit Card,Success,2024-09-17
PM002896,O002994,29874.33,COD,Refunded,2023-03-03
PM002897,O002995,17981.65,UPI,Success,2024-10-02
PM002898,O002996,61379.52,Debit Card,Pending,2024-11-25
PM002899,O002997,11075.88,COD,Pending,2024-04-22
PM002900,O002998,19372.25,UPI,Success,2023-12-17
PM002901,O002999,21797.0,Debit Card,Success,2024-12-29
PM002902,O003000,46560.38,Debit Card,Success,2024-01-10
